family,size,instance_index,method,projection_regime,projection_topology_family,instance_source,problem_seed,instance_manifest,comparison_family,comparison_mode,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_num_reads,sqa_fea,sqa_gap,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_schedule_total_time,sqa_anneal_schedule,qubo_normalization_scale,normalization_regime,per_constraint_standardization,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projection_target,projection_target_lambda1_shape,projection_target_lambda2_shape,projected_equality_multiplier,projected_inequality_multiplier,projected_initializer_equality_multiplier,projected_initializer_inequality_multiplier,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_global_multiplier,up_lambda0,up_lambda1,up_lambda2
mis,8,6,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,14665383293623341304,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.008,1000,0.33,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000002160832,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,6,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,14665383293623341304,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.52,1000,0.372,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000006706469,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,7,unbalanced,unbalanced,,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,21.76,1000,0.404,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,7,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,1000,0.383,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000081497706,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,7,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,14.592,1000,0.404,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.00000001721315,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,7,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,3414795293970230335,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,21.504,1000,0.404,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000041737291,per_constraint_standardized_rows_v1,True,128,8,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,8,unbalanced,unbalanced,,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,16.64,1000,0.386,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,8,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,13.312,1000,0.374,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000030677587,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,8,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,13.312,1000,0.409,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000005268521,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,8,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,16856163381831445683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,18.432,1000,0.377,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000030677587,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,9,unbalanced,unbalanced,,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,13.568,1000,0.371,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,9,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,15.104,1000,0.4,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,9,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,18.688,1000,0.395,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,9,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,16638630680608959362,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,18.176,1000,0.4,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000015350317,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,10,unbalanced,unbalanced,,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,12.288,1000,0.334,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,10,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,8.704,1000,0.327,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.9999999993818859,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,10,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.776,1000,0.333,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000003345246,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,10,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,7410240319252407683,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.776,1000,0.355,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000003345246,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,11,unbalanced,unbalanced,,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,9.728,1000,0.329,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,11,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.776,1000,0.328,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000002922408,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,11,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.52,1000,0.349,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000029193599,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,11,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,6279454853112605190,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,10.752,1000,0.323,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000029193599,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,12,unbalanced,unbalanced,,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,10.24,1000,0.239,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,12,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,12.032,1000,0.211,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.999999999879846,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,12,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,14.336,1000,0.244,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000008759766,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,12,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,15233599262280707463,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,11.008,1000,0.225,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.999999999879846,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,13,unbalanced,unbalanced,,seed_manifest,6978454894581068826,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,5.12,1000,0.208,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,13,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,6978454894581068826,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,5.632,1000,0.207,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000000063744,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,13,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,6978454894581068826,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,6.912,1000,0.186,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000000063744,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,13,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,6978454894581068826,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,6.144,1000,0.19,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000000063744,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,14,unbalanced,unbalanced,,seed_manifest,18175234081131389167,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,16.64,1000,0.267,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,14,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,18175234081131389167,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,16.384,1000,0.267,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.000000006705919,per_constraint_standardized_rows_v1,True,128,8,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,14,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,18175234081131389167,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,16.64,1000,0.271,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000046994222,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,14,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,18175234081131389167,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,5,16.384,1000,0.266,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000062012446,per_constraint_standardized_rows_v1,True,128,8,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,15,unbalanced,unbalanced,,seed_manifest,10954504165835690630,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,8.192,1000,0.318,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,15,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,10954504165835690630,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.68,1000,0.321,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000022547748,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,15,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,10954504165835690630,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.168,1000,0.296,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000022547748,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,15,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,10954504165835690630,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.424,1000,0.33,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000022547748,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,16,unbalanced,unbalanced,,seed_manifest,4967515177941540109,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,8.448,1000,0.338,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,16,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,4967515177941540109,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.168,1000,0.321,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000026085352,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,16,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,4967515177941540109,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.168,1000,0.301,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000026085352,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,16,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,4967515177941540109,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,4,7.168,1000,0.305,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000026085352,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,17,unbalanced,unbalanced,,seed_manifest,17452087892500340850,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,12.288,1000,0.305,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,17,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,17452087892500340850,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,7.936,1000,0.324,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000013399288,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
mis,8,17,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,17452087892500340850,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,10.752,1000,0.343,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000026251032,per_constraint_standardized_rows_v1,True,128,7,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,,
mis,8,17,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,17452087892500340850,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-6.0,cplex_cache,min,1e-09,3,11.264,1000,0.313,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000013399288,per_constraint_standardized_rows_v1,True,128,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,,
mis,8,18,unbalanced,unbalanced,,seed_manifest,13441063846612338948,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,4,11.776,1000,0.195,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,,0.12001763933985705,0.07201129717264027
mis,8,18,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,13441063846612338948,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,8,256,-5.0,cplex_cache,min,1e-09,4,9.216,1000,0.206,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",1.0000000017304342,per_constraint_standardized_rows_v1,True,128,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,,
