family,size,instance_index,method,projection_regime,projection_topology_family,instance_source,problem_seed,instance_manifest,comparison_family,comparison_mode,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_num_reads,sqa_fea,sqa_gap,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_schedule_total_time,sqa_anneal_schedule,qubo_normalization_scale,normalization_regime,per_constraint_standardization,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projection_target,projection_target_lambda1_shape,projection_target_lambda2_shape,projected_equality_multiplier,projected_inequality_multiplier,projected_initializer_equality_multiplier,projected_initializer_inequality_multiplier,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_global_multiplier,up_lambda0,up_lambda1,up_lambda2
mdkp,5,0,unbalanced,unbalanced,,seed_manifest,12326530760163395530,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-65757.0,cplex_cache,min,1e-09,10,1.536,1000,0.23,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",38002.151855172815,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,0,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,12326530760163395530,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-65757.0,cplex_cache,min,1e-09,10,1.056,1000,0.23,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",37513.49296131374,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,0,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,12326530760163395530,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-65757.0,cplex_cache,min,1e-09,10,1.472,1000,0.222,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",37390.01788786872,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,0,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,12326530760163395530,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-65757.0,cplex_cache,min,1e-09,10,1.376,1000,0.236,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",37559.58182335717,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,1,unbalanced,unbalanced,,seed_manifest,10785745343476930448,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-42940.0,cplex_cache,min,1e-09,10,1.312,1000,0.227,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",19016.089656271004,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,1,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,10785745343476930448,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-42940.0,cplex_cache,min,1e-09,10,1.248,1000,0.231,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",18511.068127098515,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,1,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,10785745343476930448,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-42940.0,cplex_cache,min,1e-09,10,1.152,1000,0.241,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",18588.582434688014,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,1,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,10785745343476930448,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-42940.0,cplex_cache,min,1e-09,10,1.504,1000,0.247,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",18500.92702215992,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,2,unbalanced,unbalanced,,seed_manifest,10483601183354089552,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-91144.0,cplex_cache,min,1e-09,10,2.112,1000,0.382,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",39825.873621071536,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,2,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,10483601183354089552,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-91144.0,cplex_cache,min,1e-09,10,1.504,1000,0.41,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",47414.48392925226,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,2,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,10483601183354089552,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-91144.0,cplex_cache,min,1e-09,10,1.952,1000,0.397,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",46233.477963854166,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,2,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,10483601183354089552,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-91144.0,cplex_cache,min,1e-09,10,1.344,1000,0.373,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",47163.7493899035,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,3,unbalanced,unbalanced,,seed_manifest,3788602488723516016,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-41118.0,cplex_cache,min,1e-09,10,0.448,1000,0.082,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",33141.0722778645,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,3,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,3788602488723516016,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-41118.0,cplex_cache,min,1e-09,10,0.64,1000,0.084,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",32815.957064426526,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,3,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,3788602488723516016,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-41118.0,cplex_cache,min,1e-09,10,0.384,1000,0.072,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",31296.727340884183,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,3,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,3788602488723516016,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-41118.0,cplex_cache,min,1e-09,10,0.32,1000,0.077,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",31092.32662229181,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,4,unbalanced,unbalanced,,seed_manifest,12722601104956220217,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-48834.0,cplex_cache,min,1e-09,10,0.992,1000,0.159,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",32790.65573694827,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,4,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,12722601104956220217,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-48834.0,cplex_cache,min,1e-09,10,0.544,1000,0.109,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",30397.74412117529,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,4,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,12722601104956220217,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-48834.0,cplex_cache,min,1e-09,10,0.704,1000,0.125,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",30393.217168521835,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,4,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,12722601104956220217,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-48834.0,cplex_cache,min,1e-09,10,0.608,1000,0.153,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",33032.995564673576,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,5,unbalanced,unbalanced,,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-55644.0,cplex_cache,min,1e-09,10,1.184,1000,0.258,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28278.36010997745,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,5,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-55644.0,cplex_cache,min,1e-09,10,0.928,1000,0.268,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",29551.17172965508,per_constraint_standardized_rows_v1,True,16,6,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,5,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-55644.0,cplex_cache,min,1e-09,10,1.216,1000,0.278,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28497.884755814935,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,5,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,1484739022619714587,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-55644.0,cplex_cache,min,1e-09,10,1.184,1000,0.212,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",24399.880240897164,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,6,unbalanced,unbalanced,,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-77435.0,cplex_cache,min,1e-09,10,1.376,1000,0.393,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",30818.276435414216,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,6,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-77435.0,cplex_cache,min,1e-09,10,1.536,1000,0.442,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",44121.60004429881,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,6,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-77435.0,cplex_cache,min,1e-09,10,1.056,1000,0.432,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",43623.57605167189,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,6,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,16144312638924495512,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-77435.0,cplex_cache,min,1e-09,10,1.664,1000,0.473,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",44496.33447008633,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,7,unbalanced,unbalanced,,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-56797.0,cplex_cache,min,1e-09,10,0.896,1000,0.132,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",27954.909985339014,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,7,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-56797.0,cplex_cache,min,1e-09,10,0.928,1000,0.129,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",27682.957395342113,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,7,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-56797.0,cplex_cache,min,1e-09,10,0.768,1000,0.121,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",27248.23076228547,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,7,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,3954490365945053801,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-56797.0,cplex_cache,min,1e-09,10,0.928,1000,0.136,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",27228.589430475622,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,8,unbalanced,unbalanced,,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-85620.0,cplex_cache,min,1e-09,10,2.176,1000,0.407,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28826.080422929437,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,8,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-85620.0,cplex_cache,min,1e-09,10,2.56,1000,0.399,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28494.979032324212,per_constraint_standardized_rows_v1,True,16,6,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,8,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-85620.0,cplex_cache,min,1e-09,10,2.112,1000,0.372,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28516.91560157441,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,8,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,3896408596259132933,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-85620.0,cplex_cache,min,1e-09,10,2.304,1000,0.372,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28396.39629118136,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,9,unbalanced,unbalanced,,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-64289.0,cplex_cache,min,1e-09,10,1.088,1000,0.294,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",33323.44681417995,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,9,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-64289.0,cplex_cache,min,1e-09,10,1.376,1000,0.28,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",32997.842345371995,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,9,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-64289.0,cplex_cache,min,1e-09,10,1.12,1000,0.296,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",33043.94584062768,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,9,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,2867174988788192090,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-64289.0,cplex_cache,min,1e-09,10,1.312,1000,0.309,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",33104.06957779948,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,10,unbalanced,unbalanced,,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-68642.0,cplex_cache,min,1e-09,10,1.632,1000,0.318,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",26799.037849630036,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,10,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-68642.0,cplex_cache,min,1e-09,10,1.632,1000,0.307,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",24331.26876197427,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,10,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-68642.0,cplex_cache,min,1e-09,10,1.728,1000,0.295,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",23955.362039221232,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
mdkp,5,10,projected_zephyr_unb_pen,projected_topology,zephyr,seed_manifest,853775259847259293,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-68642.0,cplex_cache,min,1e-09,10,1.536,1000,0.328,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",24946.170427105302,per_constraint_standardized_rows_v1,True,16,7,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09623519688008812,,0.09979939109982645,,,,,,,,,
mdkp,5,11,unbalanced,unbalanced,,seed_manifest,5825770559526856777,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-71560.0,cplex_cache,min,1e-09,10,1.6,1000,0.416,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",30934.480191047704,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,5,11,projected_pegasus_unb_pen,projected_topology,pegasus,seed_manifest,5825770559526856777,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-71560.0,cplex_cache,min,1e-09,10,1.344,1000,0.383,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",30483.94816267376,per_constraint_standardized_rows_v1,True,16,7,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09309059908302675,,0.09979939109982645,,,,,,,,,
mdkp,5,11,projected_chimera_unb_pen,projected_topology,chimera,seed_manifest,5825770559526856777,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,logical,5,32,-71560.0,cplex_cache,min,1e-09,10,1.664,1000,0.364,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",28221.98661561656,per_constraint_standardized_rows_v1,True,16,4,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.9996915415268468,0.00030845847315319214,0.0,0.09141027741879015,,0.09979939109982645,,,,,,,,,
