family,size,instance_index,method,instance_source,problem_seed,instance_manifest,projection_regime,projection_topology_family,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_num_reads,sqa_fea,sqa_gap,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_schedule_total_time,sqa_anneal_schedule,projected_sample_size,projected_num_quadratic_couplers,projection_method,comparison_method,projection_measure,projection_measure_lam,projection_penalty_template,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projected_equality_multiplier,projected_inequality_multiplier,normalization_regime,per_constraint_standardization,qubo_normalization_scale,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_global_multiplier,up_lambda0,up_lambda1,up_lambda2
mdkp,15,1,unbalanced,seed_manifest,12301848513213091698,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-254746.0,cplex_cache,min,1e-09,105,32.768,1000,0.291,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,36104.66914487463,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,2,projected_chimera,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.123,0.0006147886595975038,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,27,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,40997.9553966483,,,,,,,,,
mdkp,15,2,projected_full,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.218,0.0006147886595975038,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,59624.56370694728,,,,,,,,,
mdkp,15,2,projected_pegasus,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.131,0.025119285321784736,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,47357.20936007672,,,,,,,,,
mdkp,15,2,projected_up_support,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.235,0.0006147886595975038,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,59487.94067068627,,,,,,,,,
mdkp,15,2,projected_zephyr,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.128,0.004760531656175362,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,46843.409310723306,,,,,,,,,
mdkp,15,2,unbalanced,seed_manifest,12368319862708376060,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-183803.0,cplex_cache,min,1e-09,105,0.0,1000,0.24,0.004760531656175362,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,34991.99105160765,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,3,projected_chimera,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.133,0.026210451280364096,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,29,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,48756.73040420588,,,,,,,,,
mdkp,15,3,projected_full,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.261,0.03936137157061651,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,84843.13087345634,,,,,,,,,
mdkp,15,3,projected_pegasus,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.154,0.03557785454478989,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,55324.137117027625,,,,,,,,,
mdkp,15,3,projected_up_support,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.244,0.043496737401984974,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,84577.37391195496,,,,,,,,,
mdkp,15,3,projected_zephyr,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.153,0.026210451280364096,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,60317.4371938315,,,,,,,,,
mdkp,15,3,unbalanced,seed_manifest,1622390896538054037,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-218844.0,cplex_cache,min,1e-09,105,0.0,1000,0.251,0.03936137157061651,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,39817.50850397723,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,4,projected_chimera,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-222487.0,cplex_cache,min,1e-09,105,32.768,1000,0.129,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,29,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,50705.904126276306,,,,,,,,,
mdkp,15,4,projected_full,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-222487.0,cplex_cache,min,1e-09,105,0.0,1000,0.229,0.07625164616359607,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,84314.2964556179,,,,,,,,,
mdkp,15,4,projected_pegasus,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-222487.0,cplex_cache,min,1e-09,105,0.0,1000,0.134,0.07094347085447689,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,53856.95989298605,,,,,,,,,
mdkp,15,4,projected_up_support,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-222487.0,cplex_cache,min,1e-09,105,0.0,1000,0.257,0.0481241600632846,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,84029.39271787775,,,,,,,,,
mdkp,15,4,projected_zephyr,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-222487.0,cplex_cache,min,1e-09,105,0.0,1000,0.129,0.05271768687608714,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,49,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,57597.44651396136,,,,,,,,,
mdkp,15,4,unbalanced,seed_manifest,3141828735726435032,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-222487.0,cplex_cache,min,1e-09,105,32.768,1000,0.258,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,35047.490507831164,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,5,projected_chimera,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.099,0.04318544366899302,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,27,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,51712.64873824788,,,,,,,,,
mdkp,15,5,projected_full,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.161,0.040428713858424725,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,89359.46389278612,,,,,,,,,
mdkp,15,5,projected_pegasus,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.098,0.10146061814556331,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,59780.4984995875,,,,,,,,,
mdkp,15,5,projected_up_support,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.174,0.054491525423728815,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,89055.70354808125,,,,,,,,,
mdkp,15,5,projected_zephyr,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.104,0.06819541375872383,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,58843.38570975754,,,,,,,,,
mdkp,15,5,unbalanced,seed_manifest,738295469343984525,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-200600.0,cplex_cache,min,1e-09,105,0.0,1000,0.197,0.01573778664007976,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,34541.48822900417,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,6,projected_chimera,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.072,0.06362907874203934,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,27,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,41344.695063082094,,,,,,,,,
mdkp,15,6,projected_full,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.166,0.06362907874203934,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,71941.09849642587,,,,,,,,,
mdkp,15,6,projected_pegasus,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.083,0.10986302268584255,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,52057.32579754194,,,,,,,,,
mdkp,15,6,projected_up_support,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.156,0.07519928020131869,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,71730.24763280811,,,,,,,,,
mdkp,15,6,projected_zephyr,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.087,0.12344359936830168,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,49,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,48909.757374389636,,,,,,,,,
mdkp,15,6,unbalanced,seed_manifest,10853754542448893012,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-213393.0,cplex_cache,min,1e-09,105,0.0,1000,0.166,0.10499407197049575,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,38832.79096945408,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,7,projected_chimera,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-153271.0,cplex_cache,min,1e-09,105,0.0,1000,0.055,0.08992568718152814,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,29,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,39535.95735637937,,,,,,,,,
mdkp,15,7,projected_full,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-153271.0,cplex_cache,min,1e-09,105,32.768,1000,0.11,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,56808.016931804814,,,,,,,,,
mdkp,15,7,projected_pegasus,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-153271.0,cplex_cache,min,1e-09,105,0.0,1000,0.067,0.13296709749398125,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,45241.26162916146,,,,,,,,,
mdkp,15,7,projected_up_support,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-153271.0,cplex_cache,min,1e-09,105,0.0,1000,0.118,0.09134800451487887,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,56701.80450712156,,,,,,,,,
mdkp,15,7,projected_zephyr,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-153271.0,cplex_cache,min,1e-09,105,0.0,1000,0.068,0.13953715967143165,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,43399.26685118119,,,,,,,,,
mdkp,15,7,unbalanced,seed_manifest,1069197316491978852,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-153271.0,cplex_cache,min,1e-09,105,0.0,1000,0.132,0.05310854630034383,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,32233.802106990897,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,8,projected_chimera,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-155697.0,cplex_cache,min,1e-09,105,32.768,1000,0.109,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,27,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,38325.49771553913,,,,,,,,,
mdkp,15,8,projected_full,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-155697.0,cplex_cache,min,1e-09,105,0.0,1000,0.208,0.055768576144691294,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,60993.01589642676,,,,,,,,,
mdkp,15,8,projected_pegasus,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-155697.0,cplex_cache,min,1e-09,105,0.0,1000,0.114,0.05398305683474955,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,49,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,43816.309962892046,,,,,,,,,
mdkp,15,8,projected_up_support,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-155697.0,cplex_cache,min,1e-09,105,0.0,1000,0.208,0.05885790991477036,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,60836.730297270246,,,,,,,,,
mdkp,15,8,projected_zephyr,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-155697.0,cplex_cache,min,1e-09,105,0.0,1000,0.147,0.03425884891809091,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,48,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,45613.68623829141,,,,,,,,,
mdkp,15,8,unbalanced,seed_manifest,5044316095244231458,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-155697.0,cplex_cache,min,1e-09,105,0.0,1000,0.24,0.026326775724644664,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,35214.33348396449,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,9,projected_chimera,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-223886.0,cplex_cache,min,1e-09,105,0.0,1000,0.12,0.09129199681981008,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,29,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,42433.69100089066,,,,,,,,,
mdkp,15,9,projected_full,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-223886.0,cplex_cache,min,1e-09,105,0.0,1000,0.225,0.0912607309076941,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,61868.13900246237,,,,,,,,,
mdkp,15,9,projected_pegasus,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-223886.0,cplex_cache,min,1e-09,105,0.0,1000,0.117,0.06356359933180279,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,45082.381287225064,,,,,,,,,
mdkp,15,9,projected_up_support,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-223886.0,cplex_cache,min,1e-09,105,0.0,1000,0.235,0.0937620038769731,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,61741.0142895887,,,,,,,,,
mdkp,15,9,projected_zephyr,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-223886.0,cplex_cache,min,1e-09,105,32.768,1000,0.129,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,46255.82904751733,,,,,,,,,
mdkp,15,9,unbalanced,seed_manifest,8676241080961965141,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-223886.0,cplex_cache,min,1e-09,105,0.0,1000,0.209,0.06356359933180279,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,36627.5016012158,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,10,projected_chimera,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-242328.0,cplex_cache,min,1e-09,105,0.0,1000,0.118,0.11841801195074445,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,29,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,46594.64062616566,,,,,,,,,
mdkp,15,10,projected_full,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,15,32768,-242328.0,cplex_cache,min,1e-09,105,0.0,1000,0.236,0.0501221484929517,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_full,projected_full,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,74448.80963097906,,,,,,,,,
mdkp,15,10,projected_pegasus,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,15,32768,-242328.0,cplex_cache,min,1e-09,105,32.768,1000,0.147,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_pegasus,projected_pegasus,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,51140.87630179522,,,,,,,,,
mdkp,15,10,projected_up_support,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,15,32768,-242328.0,cplex_cache,min,1e-09,105,0.0,1000,0.252,0.03631441682347892,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,105,projected_up_support,projected_up_support,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,74246.3881400328,,,,,,,,,
mdkp,15,10,projected_zephyr,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,15,32768,-242328.0,cplex_cache,min,1e-09,105,0.0,1000,0.147,0.06666171470073619,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,52,projected_zephyr,projected_zephyr,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,53877.22222938291,,,,,,,,,
mdkp,15,10,unbalanced,seed_manifest,564936095373543291,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,15,32768,-242328.0,cplex_cache,min,1e-09,105,32.768,1000,0.261,0.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,37107.9141105129,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,,0.09976860713202618,3.0783967800270744e-05
mdkp,15,11,projected_chimera,seed_manifest,12261534769798681509,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,15,32768,-179722.0,cplex_cache,min,1e-09,105,0.0,1000,0.145,0.0760174046583056,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",16384,25,projected_chimera,projected_chimera,q2,,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,40334.1663969585,,,,,,,,,
