hardware_family,hardware_size,family,size,method,n,inst,sqa_cop_median,sqa_cop_q25,sqa_cop_q75,sqa_cop_mean,sqa_cop_ci95_low,sqa_cop_ci95_high,sqa_fea_median,sqa_fea_q25,sqa_fea_q75,sqa_fea_mean,sqa_fea_ci95_low,sqa_fea_ci95_high,sqa_gap_median,sqa_gap_q25,sqa_gap_q75,sqa_gap_mean,sqa_gap_ci95_low,sqa_gap_ci95_high,optimum_probability_median,optimum_probability_q25,optimum_probability_q75,optimum_probability_mean,optimum_probability_ci95_low,optimum_probability_ci95_high,sqa_energy_gap_median,sqa_energy_gap_q25,sqa_energy_gap_q75,sqa_energy_gap_mean,sqa_energy_gap_ci95_low,sqa_energy_gap_ci95_high,sqa_optimum_rate_median,sqa_optimum_rate_q25,sqa_optimum_rate_q75,sqa_optimum_rate_mean,sqa_optimum_rate_ci95_low,sqa_optimum_rate_ci95_high,mean_chain_break_fraction_median,mean_chain_break_fraction_q25,mean_chain_break_fraction_q75,mean_chain_break_fraction_mean,mean_chain_break_fraction_ci95_low,mean_chain_break_fraction_ci95_high,broken_read_rate_median,broken_read_rate_q25,broken_read_rate_q75,broken_read_rate_mean,broken_read_rate_ci95_low,broken_read_rate_ci95_high,sqa_cop_nonzero_rate,sqa_gap_zero_rate
chimera,16,mdkp,15,projected_up_support,15,20,0.0,0.0,0.0,3.2768,0.0,8.192,0.154,0.122,0.17525,0.15385000000000001,0.13289874999999998,0.17555125,0.08181940202563798,0.05266500394454306,0.1061997150496198,0.08184495004186157,0.0608546747803126,0.1026346541991933,0.0,0.0,0.0,0.0001,0.0,0.00025,0.44620153626539427,0.4240292693473799,0.46885325756780516,0.44803904662219224,0.433314991346447,0.4632384310658385,0.0,0.0,0.0,0.0001,0.0,0.00025,0.5995666666666666,0.5817833333333333,0.6154,0.59694,0.5864494166666666,0.6067499999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chimera,16,mdkp,15,unbalanced,15,20,0.0,0.0,0.0,1.6384,0.0,4.9152000000000005,0.148,0.11725,0.16825,0.1487,0.129,0.17030125,0.07870142922422822,0.04063662563194525,0.10018852225606603,0.0734089560536705,0.05610492891018188,0.09064386796083845,0.0,0.0,0.0,5e-05,0.0,0.00015000000000000001,0.4393537751666916,0.4201382358588117,0.4554062223240255,0.43770321359051056,0.42402753233001084,0.45180126082750827,0.0,0.0,0.0,5e-05,0.0,0.00015000000000000001,0.7088666666666665,0.6929,0.73025,0.7115533333333331,0.69995325,0.7232333333333332,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chimera,16,mdkp,20,projected_full,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.09425,0.14375,0.12630000000000002,0.10729875000000003,0.14830000000000002,0.1362029540431936,0.11064449625825165,0.1722823923731856,0.13920115413452838,0.12349670219400143,0.15481498847554384,0.0,0.0,0.0,0.0,0.0,0.0,0.43915682331348693,0.42535123756910964,0.4562957997385593,0.43809723789097654,0.4255547630019545,0.45010192123660164,0.0,0.0,0.0,0.0,0.0,0.0,0.7284,0.70845,0.748725,0.7321975000000001,0.720507375,0.7442750625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chimera,16,mdkp,20,projected_topology,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.10350000000000001,0.08524999999999999,0.13175,0.12109999999999999,0.0984,0.14860125,0.1116818664783767,0.07862977510484609,0.14266852685787898,0.1165743998193666,0.09809666381486738,0.13550607471496195,0.0,0.0,0.0,0.0,0.0,0.0,0.3998456035002712,0.3886702588789353,0.41126729576950344,0.40121034158628854,0.3887878664886124,0.41344119784657496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimera,16,mdkp,20,projected_up_support,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.089,0.13575,0.12310000000000001,0.1028,0.14605124999999997,0.14891494209274586,0.12852365473871413,0.1731417956551926,0.14755602054083056,0.12806876204803364,0.16700908776721107,0.0,0.0,0.0,0.0,0.0,0.0,0.44359422444039653,0.4353885691076187,0.46951068274723207,0.4483699972432533,0.43597783305260684,0.4603288411135502,0.0,0.0,0.0,0.0,0.0,0.0,0.730375,0.707975,0.7464875,0.72726,0.7145121875,0.7402304374999998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chimera,16,mdkp,20,unbalanced,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.1305,0.09975,0.155,0.13774999999999998,0.11370000000000002,0.16395249999999997,0.12991089564615457,0.07600027421666236,0.16802165238984107,0.1249373312874609,0.10366202017283135,0.14579801992798835,0.0,0.0,0.0,0.0,0.0,0.0,0.42973674792217,0.4200890156059663,0.4450266033424064,0.435457274569879,0.4243559117612244,0.4474856958307587,0.0,0.0,0.0,0.0,0.0,0.0,0.767775,0.7481375000000001,0.7765875,0.762465,0.7518298125,0.7727879375,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chimera,16,mis,8,projected_full,8,20,11.264,8.384,16.32,12.121600000000003,10.214400000000001,14.0672,0.302,0.2305,0.3635,0.2933,0.2624,0.3238525,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.03275,0.06375,0.04735000000000001,0.04009875,0.05475,0.2722988836811465,0.2582741606583642,0.28384532073056656,0.2690203031388706,0.25644361990042125,0.2811057015498188,0.044,0.03275,0.06375,0.04735000000000001,0.03975000000000001,0.054949999999999985,0.2096875,0.16078125,0.23725000000000002,0.203225,0.1862184375,0.21945671874999997,0.8454999999999999,0.75525,0.88425,0.8267499999999999,0.79584875,0.85565,1.0,1.0
chimera,16,mis,8,projected_topology,8,20,14.336,10.368,18.56,14.899199999999999,12.94048,16.960319999999996,0.3585,0.26225,0.3845,0.3317,0.30045,0.36225749999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0405,0.0725,0.058199999999999995,0.05070000000000001,0.06590000000000001,0.25714249430342084,0.23579545454545453,0.26849149733390976,0.25687778382767157,0.24425667257397973,0.2701646419697963,0.056,0.0405,0.0725,0.058199999999999995,0.05054875,0.06620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
chimera,16,mis,8,projected_up_support,8,20,16.256,13.696,18.944,16.3328,14.45088,18.214400000000005,0.34299999999999997,0.26375000000000004,0.37825,0.32289999999999996,0.29205000000000003,0.35285,0.0,0.0,0.0,0.0,0.0,0.0,0.0635,0.0535,0.074,0.0638,0.0563,0.07140124999999999,0.2435227936879018,0.22816411735971182,0.26900425567656855,0.24599491210876256,0.23461088478230327,0.25693239487890057,0.0635,0.0535,0.074,0.0638,0.0561,0.07120125,0.0,0.0,0.0,0.0026625,0.00050625,0.005325,0.0,0.0,0.0,0.0213,0.00405,0.0426,1.0,1.0
chimera,16,mis,8,unbalanced,8,20,12.288,9.92,16.448,12.608,11.008000000000001,14.169599999999997,0.298,0.23424999999999999,0.3345,0.28690000000000004,0.25804875,0.31545125,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.03875,0.06425,0.04925,0.04279874999999999,0.055349999999999996,0.25874675519427465,0.2400595238095238,0.2786569546362122,0.26356588642834067,0.25040749856900596,0.2769433654970491,0.048,0.03875,0.06425,0.04925,0.04295000000000001,0.05569999999999999,0.0,0.0,0.0,0.0054624999999999995,0.0012875,0.01051312499999999,0.0,0.0,0.0,0.043699999999999996,0.0098,0.08510499999999992,1.0,1.0
chimera,16,mis,12,projected_full,12,20,43.007999999999996,27.648,50.176,42.598400000000005,35.22560000000001,50.38080000000001,0.152,0.13699999999999998,0.189,0.16175,0.14125,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.010499999999999999,0.00675,0.01225,0.010400000000000001,0.00859875,0.012300000000000002,0.29345621278233247,0.2621770702415863,0.3038249104331777,0.28683363929316885,0.27674699423938703,0.2966741833164074,0.010499999999999999,0.00675,0.01225,0.010400000000000001,0.008600000000000002,0.012250000000000002,0.12487499999999999,0.079,0.14402083333333332,0.11640833333333331,0.09987447916666665,0.13347531250000003,0.798,0.62775,0.846,0.74935,0.69469375,0.80160375,1.0,1.0
chimera,16,mis,12,projected_topology,12,20,40.96,32.768,60.416000000000004,53.24800000000001,39.321600000000004,68.81791999999993,0.176,0.15225,0.22325,0.1895,0.1636,0.2161025,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.008,0.014750000000000001,0.013000000000000003,0.009650000000000002,0.016700000000000003,0.2879571123321123,0.2600807867931156,0.30490301146715243,0.2840569011677593,0.2700867999115673,0.29772169415860905,0.01,0.008,0.014750000000000001,0.013000000000000003,0.009648750000000001,0.016851249999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
chimera,16,mis,12,projected_up_support,12,20,49.152,23.552,81.92,53.862400000000015,40.13568,68.40320000000001,0.168,0.14175,0.20175,0.181,0.15679875,0.20825249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.00575,0.02,0.013150000000000004,0.0098,0.016700000000000003,0.2809250010276647,0.2529622138910813,0.2910665180230397,0.27409109685356303,0.26217150621133956,0.2857413796233806,0.012,0.00575,0.02,0.013150000000000004,0.00989875,0.016550000000000002,0.003083333333333333,0.0,0.005791666666666666,0.003208333333333333,0.0018249999999999998,0.004645833333333333,0.037000000000000005,0.0,0.06875,0.037599999999999995,0.02144875,0.054849999999999996,1.0,1.0
chimera,16,mis,12,unbalanced,12,20,34.816,16.384,51.2,37.06880000000001,27.0336,47.513600000000004,0.144,0.11775,0.1885,0.15604999999999997,0.13474875,0.17895,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.004,0.0125,0.009050000000000002,0.006648750000000001,0.0117,0.2913031533147932,0.2805208837040619,0.31827787398977403,0.2964127737829402,0.2835689371647915,0.3093783626074209,0.0085,0.004,0.0125,0.009050000000000002,0.0066,0.011550000000000001,0.012708333333333332,0.0,0.022041666666666664,0.011425,0.0073246875,0.0154459375,0.14700000000000002,0.0,0.24525,0.12935000000000002,0.0822,0.17460125,1.0,1.0
chimera,16,mis,16,projected_full,16,20,229.376,114.688,344.064,262.144,183.50080000000003,350.61760000000004,0.0875,0.06675,0.108,0.08895,0.07790000000000001,0.10010000000000001,0.0,0.0,0.0,0.005,0.0,0.015000000000000003,0.0035,0.00175,0.00525,0.004,0.0028,0.005300000000000001,0.2855810234541578,0.2709033588404967,0.31313456732271167,0.2891888407103021,0.2782154916339153,0.3004399551050586,0.0035,0.00175,0.00525,0.004,0.0028000000000000004,0.005350000000000001,0.0520625,0.036,0.068078125,0.054621875,0.04508328125,0.06483484375000001,0.56,0.448,0.66525,0.5649999999999998,0.5024975,0.6289537499999999,1.0,1.0
chimera,16,mis,16,projected_topology,16,20,196.608,114.688,393.216,311.296,196.608,439.0912,0.138,0.10625,0.16175,0.13255,0.11805000000000003,0.14610125,0.0,0.0,0.0,0.005555555555555555,0.0,0.016666666666666666,0.003,0.00175,0.006,0.00475,0.0029500000000000004,0.006750000000000001,0.30065808932268556,0.27217199924271107,0.3371940928270042,0.3043010976903527,0.2846434327249681,0.3247302519583684,0.003,0.00175,0.006,0.00475,0.0030487500000000002,0.0068000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
