hardware_family,hardware_size,family,size,method,n,stat,inst,sqa_chain_strength_fraction,sqa_cop,sqa_fea,sqa_gap,optimum_probability,sqa_energy_gap,sqa_optimum_rate,mean_chain_break_fraction,broken_read_rate
zephyr,16,mdkp,15,unbalanced,15,std,20,1.0,0.0,0.024390776945394748,0.06351999484949002,0.0,0.03598673579750748,0.0,0.01989560643849681,0.0047476309881876915
zephyr,16,mdkp,20,projected_full,20,mean,20,1.0,0.0,0.08455,0.13571026551371637,0.0,0.4180334690205765,0.0,0.28941999999999996,0.9989499999999998
zephyr,16,mdkp,20,projected_full,20,std,20,1.0,0.0,0.04102252430068145,0.05605164805970132,0.0,0.03387514921790522,0.0,0.02222711969644291,0.001243985530462474
zephyr,16,mdkp,20,projected_topology,20,mean,20,1.0,0.0,0.13025,0.11992353056991915,0.0,0.4144180797711017,0.0,0.0,0.0
zephyr,16,mdkp,20,projected_topology,20,std,20,1.0,0.0,0.05762540672307659,0.033801689991721916,0.0,0.026415250290478334,0.0,0.0,0.0
zephyr,16,mdkp,20,projected_up_support,20,mean,20,1.0,0.0,0.09085000000000001,0.13009417164157933,0.0,0.41681099352851814,0.0,0.29947,0.9991499999999999
zephyr,16,mdkp,20,projected_up_support,20,std,20,1.0,0.0,0.04681802537484895,0.046120445978443836,0.0,0.025110763672404758,0.0,0.01886703739329521,0.0011521718621802922
zephyr,16,mdkp,20,unbalanced,20,mean,20,1.0,0.0,0.09610000000000002,0.12454020133008878,0.0,0.41024448835430094,0.0,0.314885,0.9994999999999999
zephyr,16,mdkp,20,unbalanced,20,std,20,1.0,0.0,0.046541272006682406,0.03414073185984964,0.0,0.027583488439185386,0.0,0.020353888449139147,0.0008062257748298556
zephyr,16,mis,8,projected_full,8,mean,20,1.0,14.617600000000001,0.28225,0.0,0.057100000000000005,0.23973367304738225,0.057100000000000005,0.0590625,0.39485
zephyr,16,mis,8,projected_full,8,std,20,1.0,4.203314197154431,0.06491292244229958,0.0,0.016419196082634497,0.028766460840450012,0.016419196082634497,0.012143767691700958,0.06780138272926298
zephyr,16,mis,8,projected_topology,8,mean,20,1.0,15.36,0.3317,0.0,0.06,0.25216083702694986,0.06,0.0,0.0
zephyr,16,mis,8,projected_topology,8,std,20,1.0,4.142140123173044,0.07227869672317011,0.0,0.016180234856144702,0.02565317656326876,0.016180234856144702,0.0,0.0
zephyr,16,mis,8,projected_up_support,8,mean,20,1.0,16.435200000000002,0.32685,0.0,0.06420000000000001,0.24899868767615652,0.06420000000000001,0.0,0.0
zephyr,16,mis,8,projected_up_support,8,std,20,1.0,4.664963468238525,0.07102624514924043,0.0,0.018222513547806737,0.02579046377079511,0.018222513547806737,0.0,0.0
zephyr,16,mis,8,unbalanced,8,mean,20,1.0,13.0816,0.3003,0.0,0.0511,0.264620148216444,0.0511,0.0,0.0
zephyr,16,mis,8,unbalanced,8,std,20,1.0,4.257534760868078,0.06823056499839351,0.0,0.016630995159640928,0.03061438512594084,0.016630995159640928,0.0,0.0
zephyr,16,mis,12,projected_full,12,mean,20,1.0,46.080000000000005,0.15744999999999998,0.0,0.011250000000000001,0.2679617040706894,0.011250000000000001,0.03267916666666666,0.32510000000000006
zephyr,16,mis,12,projected_full,12,std,20,1.0,20.515808694760242,0.052161743644168944,0.0,0.0050087423571192,0.023616217055090545,0.0050087423571192,0.011702839013342967,0.0949193868501056
zephyr,16,mis,12,projected_topology,12,mean,20,1.0,53.248000000000005,0.18750000000000003,0.0,0.013000000000000001,0.27790408120897475,0.013000000000000001,0.0,0.0
zephyr,16,mis,12,projected_topology,12,std,20,1.0,26.354823892411044,0.06398554524265616,0.0,0.006434283176858165,0.02880329722406789,0.006434283176858165,0.0,0.0
zephyr,16,mis,12,projected_up_support,12,mean,20,1.0,61.03040000000001,0.18985000000000002,0.0,0.014900000000000002,0.2716045790969078,0.014900000000000002,0.0,0.0
zephyr,16,mis,12,projected_up_support,12,std,20,1.0,35.137377896479414,0.05873182697652101,0.0,0.00857846140050767,0.02418983735620594,0.00857846140050767,0.0,0.0
zephyr,16,mis,12,unbalanced,12,mean,20,1.0,39.321600000000004,0.16729999999999998,0.0,0.009600000000000001,0.2947097440289053,0.009600000000000001,0.0,0.0
zephyr,16,mis,12,unbalanced,12,std,20,1.0,25.229498113121473,0.053272037693334016,0.0,0.006159545437773797,0.0330199513188321,0.006159545437773797,0.0,0.0
zephyr,16,mis,16,projected_full,16,mean,20,1.0,370.27840000000003,0.10445,0.007142857142857143,0.0056500000000000005,0.26677961939325384,0.0056500000000000005,0.013384375,0.19315000000000002
zephyr,16,mis,16,projected_full,16,std,20,1.0,228.22623837376804,0.027993704649438594,0.031134992453861955,0.0034824560298731696,0.02527453852192265,0.0034824560298731696,0.005221360686820534,0.06738714640048205
zephyr,16,mis,16,projected_topology,16,mean,20,1.0,330.95680000000004,0.1159,0.0,0.005050000000000001,0.2857578553847989,0.005050000000000001,0.0,0.0
zephyr,16,mis,16,projected_topology,16,std,20,1.0,281.48074391147964,0.03173783231413261,0.0,0.004295055296500849,0.033392247336042326,0.004295055296500849,0.0,0.0
zephyr,16,mis,16,projected_up_support,16,mean,20,1.0,422.7072,0.11280000000000001,0.0,0.00645,0.25958133959976426,0.00645,0.00017187500000000002,0.0027500000000000003
zephyr,16,mis,16,projected_up_support,16,std,20,1.0,224.62219015440127,0.03148745782053546,0.0,0.0034274626183227732,0.02612636990591323,0.0034274626183227732,0.000255314603724503,0.004085033659592048
zephyr,16,mis,16,unbalanced,16,mean,20,1.0,321.12640000000005,0.1257,0.010555555555555556,0.004900000000000001,0.30115079597784256,0.004900000000000001,0.000390625,0.00625
zephyr,16,mis,16,unbalanced,16,std,20,1.0,270.9261727641683,0.026797574517108822,0.031715362169315746,0.004134005321718877,0.028028026464986634,0.004134005321718877,0.0006026876652753066,0.009643002644404906
zephyr,16,mis,20,projected_full,20,mean,20,1.0,2097.1520000000005,0.06555,0.03492424242424243,0.0020000000000000005,0.28721013779797006,0.0020000000000000005,0.012057500000000002,0.21000000000000002
zephyr,16,mis,20,projected_full,20,std,20,1.0,2199.5115735577297,0.020587556921597087,0.048018930081360156,0.002097617696340303,0.025145947288103276,0.002097617696340303,0.005771834088918357,0.08984264021053699
zephyr,16,mis,20,projected_topology,20,mean,20,1.0,2044.7232000000004,0.09275000000000003,0.031313131313131314,0.0019500000000000003,0.3257610769212429,0.0019500000000000003,0.0,0.0
zephyr,16,mis,20,projected_topology,20,std,20,1.0,2002.6154554264683,0.02175976792155652,0.048115173187129504,0.0019098429254784282,0.03781544709838686,0.0019098429254784282,0.0,0.0
zephyr,16,mis,20,projected_up_support,20,mean,20,1.0,1782.5791999999997,0.07515000000000002,0.03335858585858586,0.0016999999999999997,0.28730870567061917,0.0016999999999999997,0.00030000000000000003,0.006
zephyr,16,mis,20,projected_up_support,20,std,20,1.0,2046.7386989614868,0.022720640395904337,0.045731612084448384,0.0019519221295943134,0.02174909486875704,0.0019519221295943134,0.00025495097567963923,0.005099019513592784
zephyr,16,mis,20,unbalanced,20,mean,20,1.0,1782.5792000000001,0.1333,0.018434343434343435,0.0017000000000000001,0.33156358897761534,0.0017000000000000001,0.00083,0.01645
zephyr,16,mis,20,unbalanced,20,std,20,1.0,1558.820290278825,0.041239665372066255,0.0372172878875164,0.0014866068747318507,0.032273299864712925,0.0014866068747318507,0.0008058225611137977,0.015720925545272452
