hardware_family,hardware_size,family,size,instance_index,method,instance_source,problem_seed,instance_manifest,projection_regime,projection_topology_family,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_schedule_anchor_size,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_measure_lam,projection_penalty_template,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projected_equality_multiplier,projected_inequality_multiplier,normalization_regime,per_constraint_standardization,qubo_normalization_scale,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
chimera,16,mdkp,10,10,projected_full,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134470.0,cplex_cache,min,1e-09,45,0.0,0.136,0.005622071837584591,0.0,0.0,-134470.0,-133714.0,0.005622071837584591,0.005622071837584591,136,0.136,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3756147774049755,0.0,36,3.6,4,0.4637,0.999,0.6466109209474953,1.024606907332261,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,57661.86753892221,,,,,,,,
chimera,16,mdkp,10,10,projected_up_support,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134470.0,cplex_cache,min,1e-09,45,0.0,0.154,0.005622071837584591,0.0,0.0,-134470.0,-133714.0,0.005622071837584591,0.005622071837584591,154,0.154,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.37083446411549337,0.0,34,3.4,4,0.44430000000000003,0.997,0.6439770701939483,1.0246428330952573,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,57540.23941371939,,,,,,,,
chimera,16,mdkp,10,10,projected_topology,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,10,1024,-134470.0,cplex_cache,min,1e-09,45,0.0,0.118,0.005622071837584591,0.0,0.0,-134470.0,-133714.0,0.005622071837584591,0.005622071837584591,118,0.118,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32029165348455263,0.0,10,1.0,1,0.0,0.0,0.0,,512,15,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,39484.16269002088,,,,,,,,
pegasus,16,mdkp,10,10,unbalanced,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.032,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,32,0.032,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.21286485833271362,0.001,18,1.8,2,0.30229999999999996,0.976,0.24694146702108383,1.692790152719381,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,31823.265492461207,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,10,10,projected_full,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.082,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,82,0.082,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3545687042354174,0.001,18,1.8,2,0.1723,0.859,0.6466109209474953,2.2125455225930932,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,57661.86753892221,,,,,,,,
pegasus,16,mdkp,10,10,projected_up_support,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134470.0,cplex_cache,min,1e-09,45,0.0,0.076,0.005622071837584591,0.0,0.0,-134470.0,-133714.0,0.005622071837584591,0.005622071837584591,76,0.076,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3135563400954233,0.0,18,1.8,2,0.17750000000000002,0.878,0.6439770701939483,2.2128806086895154,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,57540.23941371939,,,,,,,,
pegasus,16,mdkp,10,10,projected_topology,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.128,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,128,0.128,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3283297389752361,0.001,10,1.0,1,0.0,0.0,0.0,,512,23,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,43981.619973360845,,,,,,,,
zephyr,16,mdkp,10,10,unbalanced,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.036,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,36,0.036,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.24933587004123176,0.001,18,1.8,2,0.301,0.976,0.24694146702108383,1.692790152719381,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,31823.265492461207,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,10,10,projected_full,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.106,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,106,0.106,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31312335921177625,0.001,17,1.7,2,0.14909999999999998,0.817,0.6466109209474953,2.2125455225930932,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,57661.86753892221,,,,,,,,
zephyr,16,mdkp,10,10,projected_up_support,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134470.0,cplex_cache,min,1e-09,45,1.024,0.107,0.0,0.001,1.024,-134470.0,-134470.0,0.0,0.0,107,0.107,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32246611654338353,0.001,17,1.7,2,0.1501,0.817,0.6439770701939483,2.2128806086895154,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,57540.23941371939,,,,,,,,
zephyr,16,mdkp,10,10,projected_topology,seed_manifest,1378603993738310187,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,10,1024,-134470.0,cplex_cache,min,1e-09,45,3.072,0.142,0.0,0.003,3.072,-134470.0,-134470.0,0.0,0.0,142,0.142,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3330543908950842,0.003,10,1.0,1,0.0,0.0,0.0,,512,21,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,46271.263022623054,,,,,,,,
chimera,16,mdkp,10,11,unbalanced,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-153680.0,cplex_cache,min,1e-09,45,4.096,0.103,0.0,0.004,4.096,-153680.0,-153680.0,0.0,0.0,103,0.103,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.40448289978419416,0.004,34,3.4,4,0.6997000000000001,1.0,0.18450241335575446,0.9231156254610065,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,30664.085590065184,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,10,11,projected_full,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-153680.0,cplex_cache,min,1e-09,45,1.024,0.106,0.0,0.001,1.024,-153680.0,-153680.0,0.0,0.0,106,0.106,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4502158982644653,0.001,34,3.4,4,0.4719,0.998,0.5869414493016952,1.0482234427641663,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,54993.132023359474,,,,,,,,
chimera,16,mdkp,10,11,projected_up_support,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-153680.0,cplex_cache,min,1e-09,45,2.048,0.126,0.0,0.002,2.048,-153680.0,-153680.0,0.0,0.0,126,0.126,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4321861340406369,0.002,35,3.5,4,0.4933,0.998,0.5840233594833076,1.048487058603758,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,54934.270817556906,,,,,,,,
chimera,16,mdkp,10,11,projected_topology,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,10,1024,-153680.0,cplex_cache,min,1e-09,45,5.12,0.122,0.0,0.005,5.12,-153680.0,-153680.0,0.0,0.0,122,0.122,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.36446906921770605,0.005,10,1.0,1,0.0,0.0,0.0,,512,13,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,36366.662432769124,,,,,,,,
pegasus,16,mdkp,10,11,unbalanced,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-153680.0,cplex_cache,min,1e-09,45,2.048,0.06,0.0,0.002,2.048,-153680.0,-153680.0,0.0,0.0,60,0.06,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31615770865868476,0.002,16,1.6,2,0.2338,0.952,0.18450241335575446,1.008394751142805,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,30664.085590065184,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,10,11,projected_full,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-153680.0,cplex_cache,min,1e-09,45,0.0,0.07,0.04540603852160333,0.0,0.0,-153680.0,-146702.0,0.04540603852160333,0.04540603852160333,70,0.07,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4859032683870008,0.0,16,1.6,2,0.13940000000000002,0.778,0.5869414493016952,2.347765797206781,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,54993.132023359474,,,,,,,,
pegasus,16,mdkp,10,11,projected_up_support,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-153680.0,cplex_cache,min,1e-09,45,0.0,0.058,0.04540603852160333,0.0,0.0,-153680.0,-146702.0,0.04540603852160333,0.04540603852160333,58,0.058,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.37076471036995823,0.0,18,1.8,2,0.19080000000000003,0.877,0.5840233594833076,2.385933552296784,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,54934.270817556906,,,,,,,,
pegasus,16,mdkp,10,11,projected_topology,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,10,1024,-153680.0,cplex_cache,min,1e-09,45,1.024,0.134,0.0,0.001,1.024,-153680.0,-153680.0,0.0,0.0,134,0.134,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.42537527096428324,0.001,10,1.0,1,0.0,0.0,0.0,,512,25,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,46029.010579109694,,,,,,,,
zephyr,16,mdkp,10,11,unbalanced,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-153680.0,cplex_cache,min,1e-09,45,3.072,0.045,0.0,0.003,3.072,-153680.0,-153680.0,0.0,0.0,45,0.045,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.35026722193302096,0.003,17,1.7,2,0.2748,0.981,0.18450241335575446,0.7380096534230178,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,30664.085590065184,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,10,11,projected_full,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-153680.0,cplex_cache,min,1e-09,45,2.048,0.065,0.0,0.002,2.048,-153680.0,-153680.0,0.0,0.0,65,0.065,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4044173707604213,0.002,17,1.7,2,0.169,0.875,0.5869414493016952,2.347765797206781,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,54993.132023359474,,,,,,,,
zephyr,16,mdkp,10,11,projected_up_support,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-153680.0,cplex_cache,min,1e-09,45,1.024,0.065,0.0,0.001,1.024,-153680.0,-153680.0,0.0,0.0,65,0.065,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.41997987826853006,0.001,17,1.7,2,0.16400000000000003,0.849,0.5840233594833076,2.3413587445434962,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,54934.270817556906,,,,,,,,
zephyr,16,mdkp,10,11,projected_topology,seed_manifest,16680606407052874983,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,10,1024,-153680.0,cplex_cache,min,1e-09,45,3.072,0.145,0.0,0.003,3.072,-153680.0,-153680.0,0.0,0.0,145,0.145,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.39342754312588635,0.003,10,1.0,1,0.0,0.0,0.0,,512,24,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,45108.843089132046,,,,,,,,
chimera,16,mdkp,10,12,unbalanced,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-134338.0,cplex_cache,min,1e-09,45,4.096,0.091,0.0,0.004,4.096,-134338.0,-134338.0,0.0,0.0,91,0.091,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3592328780659707,0.004,35,3.5,4,0.6744,1.0,0.2637199953388948,0.9680095278476176,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,29671.80652163348,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,10,12,projected_full,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134338.0,cplex_cache,min,1e-09,45,0.0,0.156,0.0012803525435840938,0.0,0.0,-134338.0,-134166.0,0.0012803525435840938,0.0012803525435840938,156,0.156,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4019340232883683,0.0,34,3.4,4,0.4355,0.996,0.6406106515459518,1.039607949504745,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,60633.839165149286,,,,,,,,
chimera,16,mdkp,10,12,projected_up_support,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.16,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,160,0.16,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38950217920469266,0.001,35,3.5,4,0.45470000000000005,1.0,0.6361319103632539,1.04604208810694,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,60623.2449112383,,,,,,,,
chimera,16,mdkp,10,12,projected_topology,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,10,1024,-134338.0,cplex_cache,min,1e-09,45,0.0,0.108,0.0012803525435840938,0.0,0.0,-134338.0,-134166.0,0.0012803525435840938,0.0012803525435840938,108,0.108,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33557546663667054,0.0,10,1.0,1,0.0,0.0,0.0,,512,15,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,41883.20969584528,,,,,,,,
pegasus,16,mdkp,10,12,unbalanced,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.059,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,59,0.059,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.32600225941597855,0.001,18,1.8,3,0.26430000000000003,0.979,0.2637199953388948,1.4084147596106757,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,29671.80652163348,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,10,12,projected_full,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134338.0,cplex_cache,min,1e-09,45,0.0,0.076,0.007064270720123867,0.0,0.0,-134338.0,-133389.0,0.007064270720123867,0.007064270720123867,76,0.076,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.36155335990678655,0.0,16,1.6,2,0.1298,0.782,0.6406106515459518,2.35959166110396,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,60633.839165149286,,,,,,,,
pegasus,16,mdkp,10,12,projected_up_support,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134338.0,cplex_cache,min,1e-09,45,0.0,0.123,0.0012803525435840938,0.0,0.0,-134338.0,-134166.0,0.0012803525435840938,0.0012803525435840938,123,0.123,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.320205725468352,0.0,16,1.6,2,0.13090000000000002,0.763,0.6361319103632539,2.3672496218466503,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,60623.2449112383,,,,,,,,
pegasus,16,mdkp,10,12,projected_topology,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.123,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,123,0.123,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3365054073652589,0.001,10,1.0,1,0.0,0.0,0.0,,512,23,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,42711.28516062155,,,,,,,,
zephyr,16,mdkp,10,12,unbalanced,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.034,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,34,0.034,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.30606074405822714,0.001,17,1.7,2,0.2543,0.955,0.2637199953388948,1.0548799813555791,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,29671.80652163348,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,10,12,projected_full,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.082,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,82,0.082,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31453715763914025,0.001,17,1.7,2,0.14990000000000003,0.794,0.6406106515459518,2.2961478218491074,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,60633.839165149286,,,,,,,,
zephyr,16,mdkp,10,12,projected_up_support,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.074,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,74,0.074,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3948933971712336,0.001,17,1.7,2,0.156,0.819,0.6361319103632539,2.3042710804286175,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,60623.2449112383,,,,,,,,
zephyr,16,mdkp,10,12,projected_topology,seed_manifest,7688443531940557898,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,10,1024,-134338.0,cplex_cache,min,1e-09,45,1.024,0.125,0.0,0.001,1.024,-134338.0,-134338.0,0.0,0.0,125,0.125,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.34514469472524534,0.001,10,1.0,1,0.0,0.0,0.0,,512,21,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,46595.999776851124,,,,,,,,
chimera,16,mdkp,10,13,unbalanced,seed_manifest,18167693097691310426,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,10,1024,-178716.0,cplex_cache,min,1e-09,45,0.0,0.166,0.009803263278050091,0.0,0.0,-178716.0,-176964.0,0.009803263278050091,0.009803263278050091,166,0.166,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3744205992033669,0.0,35,3.5,4,0.6758,1.0,0.2502477428546631,0.9682557952222087,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,32431.54087823553,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,10,13,projected_full,seed_manifest,18167693097691310426,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,10,1024,-178716.0,cplex_cache,min,1e-09,45,2.048,0.194,0.0,0.002,2.048,-178716.0,-178716.0,0.0,0.0,194,0.194,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4479272302793143,0.002,35,3.5,4,0.4825,0.997,0.5945982545247325,1.0240049417068766,512,45,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,59525.083110326945,,,,,,,,
chimera,16,mdkp,10,13,projected_up_support,seed_manifest,18167693097691310426,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,10,1024,-178716.0,cplex_cache,min,1e-09,45,1.024,0.227,0.0,0.001,1.024,-178716.0,-178716.0,0.0,0.0,227,0.227,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3789089533730232,0.001,37,3.7,5,0.5002000000000001,0.999,0.5922445152493867,1.0304323209350694,512,45,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,59392.6799229261,,,,,,,,
chimera,16,mdkp,10,13,projected_topology,seed_manifest,18167693097691310426,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,10,1024,-178716.0,cplex_cache,min,1e-09,45,2.048,0.213,0.0,0.002,2.048,-178716.0,-178716.0,0.0,0.0,213,0.213,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3854022543911829,0.002,10,1.0,1,0.0,0.0,0.0,,512,18,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,44953.67186673325,,,,,,,,
