hardware_family,hardware_size,family,size,instance_index,method,instance_source,problem_seed,instance_manifest,projection_regime,projection_topology_family,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_schedule_anchor_size,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_measure_lam,projection_penalty_template,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projected_equality_multiplier,projected_inequality_multiplier,normalization_regime,per_constraint_standardization,qubo_normalization_scale,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
chimera,16,mdkp,20,10,projected_topology,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.097,0.13571868521467415,0.0,0.0,-266264.0,-230127.0,0.13571868521467415,0.13571868521467415,97,0.097,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4072435201897132,0.0,20,1.0,1,0.0,0.0,0.0,,32768,41,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,44899.8242047672,,,,,,,,
pegasus,16,mdkp,20,10,unbalanced,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.162,0.10858771745335456,0.0,0.0,-266264.0,-237351.0,0.10858771745335456,0.10858771745335456,162,0.162,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4172759199724918,0.0,54,2.7,3,0.33305,0.999,0.6570459130562435,1.0300265690803785,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,42182.10194274674,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,20,10,projected_full,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.163,0.13235360394195234,0.0,0.0,-266264.0,-231023.0,0.13235360394195234,0.13235360394195234,163,0.163,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.45076282978708887,0.0,59,2.95,4,0.3448,1.0,0.6971805166300082,1.0604572268708663,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,87433.03635703336,,,,,,,,
pegasus,16,mdkp,20,10,projected_up_support,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.141,0.12569479914671153,0.0,0.0,-266264.0,-232796.0,0.12569479914671153,0.12569479914671153,141,0.141,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4071428175694235,0.0,53,2.65,3,0.29779999999999995,0.998,0.6968372584597001,1.0695336784442329,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,86817.51643837636,,,,,,,,
pegasus,16,mdkp,20,10,projected_topology,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.108,0.07299522278640748,0.0,0.0,-266264.0,-246828.0,0.07299522278640748,0.07299522278640748,108,0.108,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38341677182545636,0.0,20,1.0,1,0.0,0.0,0.0,,32768,76,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,51626.21556964368,,,,,,,,
zephyr,16,mdkp,20,10,unbalanced,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.091,0.04919553525823994,0.0,0.0,-266264.0,-253165.0,0.04919553525823994,0.04919553525823994,91,0.091,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3749875361246031,0.0,49,2.45,3,0.285,0.998,0.6570459130562435,1.0171002937249187,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,42182.10194274674,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,20,10,projected_full,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.106,0.13805095694498692,0.0,0.0,-266264.0,-229506.0,0.13805095694498692,0.13805095694498692,106,0.106,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4227093524429436,0.0,50,2.5,3,0.2725,0.998,0.6971805166300082,1.0604572268708663,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,87433.03635703336,,,,,,,,
zephyr,16,mdkp,20,10,projected_up_support,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.086,0.1694709010606015,0.0,0.0,-266264.0,-221140.0,0.1694709010606015,0.1694709010606015,86,0.086,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3927361129258669,0.0,49,2.45,3,0.2681,0.999,0.6968372584597001,1.0695336784442329,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,86817.51643837636,,,,,,,,
zephyr,16,mdkp,20,10,projected_topology,seed_manifest,14215748833479980758,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-266264.0,cplex_cache,min,1e-09,190,0.0,0.108,0.12730222636180633,0.0,0.0,-266264.0,-232368.0,0.12730222636180633,0.12730222636180633,108,0.108,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.39881119796448194,0.0,20,1.0,1,0.0,0.0,0.0,,32768,87,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,51593.016351436076,,,,,,,,
chimera,16,mdkp,20,11,unbalanced,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.132,0.08324124142701682,0.0,0.0,-237082.0,-217347.0,0.08324124142701682,0.08324124142701682,132,0.132,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.41561598173551,0.0,133,6.65,9,0.81235,1.0,0.5201369200242532,0.6696816054872944,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,46622.371515180814,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,20,11,projected_full,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.102,0.12078521355480382,0.0,0.0,-237082.0,-208446.0,0.12078521355480382,0.12078521355480382,102,0.102,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.43195644561466373,0.0,135,6.75,8,0.78555,1.0,0.5841795990427434,0.5094303478155005,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,95808.86158796212,,,,,,,,
chimera,16,mdkp,20,11,projected_up_support,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.097,0.16289722543255075,0.0,0.0,-237082.0,-198462.0,0.16289722543255075,0.16289722543255075,97,0.097,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.44959480285954395,0.0,124,6.2,7,0.7511,1.0,0.5832368706896294,0.6928468973894746,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,95382.86817948046,,,,,,,,
chimera,16,mdkp,20,11,projected_topology,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.107,0.11603158400890831,0.0,0.0,-237082.0,-209573.0,0.11603158400890831,0.11603158400890831,107,0.107,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3679245565653495,0.0,20,1.0,1,0.0,0.0,0.0,,32768,40,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,49129.342837494594,,,,,,,,
pegasus,16,mdkp,20,11,unbalanced,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.189,0.1455445795125737,0.0,0.0,-237082.0,-202576.0,0.1455445795125737,0.1455445795125737,189,0.189,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.42549330709545313,0.0,58,2.9,4,0.42585,1.0,0.5201369200242532,0.691757863511085,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,46622.371515180814,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,20,11,projected_full,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.128,0.14241064273120693,0.0,0.0,-237082.0,-203319.0,0.14241064273120693,0.14241064273120693,128,0.128,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.40940344479968954,0.0,56,2.8,4,0.37604999999999994,1.0,0.5841795990427434,0.6909401885345352,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,95808.86158796212,,,,,,,,
pegasus,16,mdkp,20,11,projected_up_support,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.129,0.041508845040956296,0.0,0.0,-237082.0,-227241.0,0.041508845040956296,0.041508845040956296,129,0.129,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.41818292156660025,0.0,57,2.85,4,0.3903,1.0,0.5832368706896294,1.0624774424331176,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,95382.86817948046,,,,,,,,
pegasus,16,mdkp,20,11,projected_topology,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.133,0.10924068465762901,0.0,0.0,-237082.0,-211183.0,0.10924068465762901,0.10924068465762901,133,0.133,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4074655683674815,0.0,20,1.0,1,0.0,0.0,0.0,,32768,76,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,57639.59770904899,,,,,,,,
zephyr,16,mdkp,20,11,unbalanced,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.081,0.1282805105406568,0.0,0.0,-237082.0,-206669.0,0.1282805105406568,0.1282805105406568,81,0.081,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4204939354732816,0.0,49,2.45,3,0.34435000000000004,1.0,0.5201369200242532,1.0469209949792209,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,46622.371515180814,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,20,11,projected_full,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.071,0.09273162871917733,0.0,0.0,-237082.0,-215097.0,0.09273162871917733,0.09273162871917733,71,0.071,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.40256773344362584,0.0,50,2.5,3,0.31795,1.0,0.5841795990427434,1.0652154601940202,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,95808.86158796212,,,,,,,,
zephyr,16,mdkp,20,11,projected_up_support,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.056,0.14948836267620486,0.0,0.0,-237082.0,-201641.0,0.14948836267620486,0.14948836267620486,56,0.056,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4137262032304676,0.0,49,2.45,3,0.32065,0.999,0.5832368706896294,1.0653636202146988,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,95382.86817948046,,,,,,,,
zephyr,16,mdkp,20,11,projected_topology,seed_manifest,2943495317684360019,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-237082.0,cplex_cache,min,1e-09,190,0.0,0.115,0.16063640428206274,0.0,0.0,-237082.0,-198998.0,0.16063640428206274,0.16063640428206274,115,0.115,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.42735531239787516,0.0,20,1.0,1,0.0,0.0,0.0,,32768,87,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,68507.0329020078,,,,,,,,
chimera,16,mdkp,20,12,unbalanced,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.217,0.06329101524234944,0.0,0.0,-306252.0,-286869.0,0.06329101524234944,0.06329101524234944,217,0.217,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4635651848051884,0.0,123,6.15,7,0.73205,1.0,0.6012612618539352,0.6735139622854235,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,49040.31140374966,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,20,12,projected_full,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.227,0.19855870329010097,0.0,0.0,-306252.0,-245443.0,0.19855870329010097,0.19855870329010097,227,0.227,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.46451068398309053,0.0,131,6.55,8,0.7417,1.0,0.63782605342464,0.6777864341760683,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,98598.02266441645,,,,,,,,
chimera,16,mdkp,20,12,projected_up_support,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.246,0.1378635894622729,0.0,0.0,-306252.0,-264031.0,0.1378635894622729,0.1378635894622729,246,0.246,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4681786050257353,0.0,131,6.55,8,0.7382000000000001,1.0,0.6366597692957079,0.6744486027309168,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,98168.77731459243,,,,,,,,
chimera,16,mdkp,20,12,projected_topology,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.24,0.09493489022112508,0.0,0.0,-306252.0,-277178.0,0.09493489022112508,0.09493489022112508,240,0.24,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.40932253775757654,0.0,20,1.0,1,0.0,0.0,0.0,,32768,41,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,50537.23182208473,,,,,,,,
pegasus,16,mdkp,20,12,unbalanced,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.269,0.09709650875749383,0.0,0.0,-306252.0,-276516.0,0.09709650875749383,0.09709650875749383,269,0.269,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4196017814034335,0.0,59,2.95,4,0.3883,1.0,0.6012612618539352,0.6978066052971604,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,49040.31140374966,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
pegasus,16,mdkp,20,12,projected_full,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.206,0.14496884918302574,0.0,0.0,-306252.0,-261855.0,0.14496884918302574,0.14496884918302574,206,0.206,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.45233491005376747,0.0,52,2.6,3,0.32215,1.0,0.63782605342464,1.0420816753006288,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,98598.02266441645,,,,,,,,
pegasus,16,mdkp,20,12,projected_up_support,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.232,0.01879171401329624,0.0,0.0,-306252.0,-300497.0,0.01879171401329624,0.01879171401329624,232,0.232,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.45401963877392837,0.0,55,2.75,4,0.3407,1.0,0.6366597692957079,1.0312338312170686,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,98168.77731459243,,,,,,,,
pegasus,16,mdkp,20,12,projected_topology,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,pegasus,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.237,0.07598317725271998,0.0,0.0,-306252.0,-282982.0,0.07598317725271998,0.07598317725271998,237,0.237,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4187384140944352,0.0,20,1.0,1,0.0,0.0,0.0,,32768,76,projected_pegasus,projected_pegasus,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.063160534953693,per_constraint_standardized_rows_v1,True,58467.29109526724,,,,,,,,
zephyr,16,mdkp,20,12,unbalanced,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.194,0.12736243355145435,0.0,0.0,-306252.0,-267247.0,0.12736243355145435,0.12736243355145435,194,0.194,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4286014172547883,0.0,49,2.45,3,0.30720000000000003,1.0,0.6012612618539352,1.0237668979853527,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,49040.31140374966,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
zephyr,16,mdkp,20,12,projected_full,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.165,0.06622977156067553,0.0,0.0,-306252.0,-285969.0,0.06622977156067553,0.06622977156067553,165,0.165,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.44421195616681686,0.0,49,2.45,3,0.28414999999999996,0.999,0.63782605342464,1.0629756195670665,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,98598.02266441645,,,,,,,,
zephyr,16,mdkp,20,12,projected_up_support,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.178,0.13309300837219024,0.0,0.0,-306252.0,-265492.0,0.13309300837219024,0.13309300837219024,178,0.178,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4338950980664084,0.0,50,2.5,3,0.30939999999999995,1.0,0.6366597692957079,1.042083248651238,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,98168.77731459243,,,,,,,,
zephyr,16,mdkp,20,12,projected_topology,seed_manifest,1814781154876831433,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,zephyr,20,1048576,-306252.0,cplex_cache,min,1e-09,190,0.0,0.26,0.09709650875749383,0.0,0.0,-306252.0,-276516.0,0.09709650875749383,0.09709650875749383,260,0.26,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.43086634787440004,0.0,20,1.0,1,0.0,0.0,0.0,,32768,87,projected_zephyr,projected_zephyr,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06595109991465173,per_constraint_standardized_rows_v1,True,63825.08382891566,,,,,,,,
chimera,16,mdkp,20,13,unbalanced,seed_manifest,3608112779815355815,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-240136.0,cplex_cache,min,1e-09,190,0.0,0.129,0.07384981843621947,0.0,0.0,-240136.0,-222402.0,0.07384981843621947,0.07384981843621947,129,0.129,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38212777617231375,0.0,137,6.85,8,0.7914500000000001,1.0,0.5800276363296,0.6740640470817059,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,42129.212391688976,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
chimera,16,mdkp,20,13,projected_full,seed_manifest,3608112779815355815,experiments/manifests/shared_eval_seed_manifest.csv,projected_full,,20,1048576,-240136.0,cplex_cache,min,1e-09,190,0.0,0.092,0.08264067028683746,0.0,0.0,-240136.0,-220291.0,0.08264067028683746,0.08264067028683746,92,0.092,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38073995388120646,0.0,125,6.25,7,0.7205,1.0,0.6336728644996414,0.6771258561435202,32768,190,projected_full,projected_full,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.13059191396582762,per_constraint_standardized_rows_v1,True,90418.85404212147,,,,,,,,
chimera,16,mdkp,20,13,projected_up_support,seed_manifest,3608112779815355815,experiments/manifests/shared_eval_seed_manifest.csv,projected_up_support,,20,1048576,-240136.0,cplex_cache,min,1e-09,190,0.0,0.086,0.13548572475597162,0.0,0.0,-240136.0,-207601.0,0.13548572475597162,0.13548572475597162,86,0.086,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4017068622354309,0.0,130,6.5,8,0.74275,1.0,0.6321663781972847,0.6810970299926093,32768,190,projected_up_support,projected_up_support,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.1297856319118529,per_constraint_standardized_rows_v1,True,90034.55713394113,,,,,,,,
chimera,16,mdkp,20,13,projected_topology,seed_manifest,3608112779815355815,experiments/manifests/shared_eval_seed_manifest.csv,projected_topology,chimera,20,1048576,-240136.0,cplex_cache,min,1e-09,190,0.0,0.086,0.10922976979711496,0.0,0.0,-240136.0,-213906.0,0.10922976979711496,0.10922976979711496,86,0.086,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.35145525093919644,0.0,20,1.0,1,0.0,0.0,0.0,,32768,41,projected_chimera,projected_chimera,q2,0.01,heaviside,fixed,fixed_cli,1,True,0.0,0.06205693719508509,per_constraint_standardized_rows_v1,True,42519.14983840377,,,,,,,,
pegasus,16,mdkp,20,13,unbalanced,seed_manifest,3608112779815355815,experiments/manifests/shared_eval_seed_manifest.csv,unbalanced,,20,1048576,-240136.0,cplex_cache,min,1e-09,190,0.0,0.117,0.09821101375886998,0.0,0.0,-240136.0,-216552.0,0.09821101375886998,0.09821101375886998,117,0.117,1000,1000,1,1.0,standard_t50,standard,,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38604196226127135,0.0,55,2.75,4,0.37135,1.0,0.5800276363296,0.6806949652696365,,,,,,,,,,,,,,per_constraint_standardized_rows_v1,True,42129.212391688976,,0.09979939109982645,0.9996915415268468,0.00030845847315319214,sum_to_one,,0.09976860713202618,3.0783967800270744e-05
