hardware_family,hardware_size,family,size,method,n,inst,sqa_cop_median,sqa_cop_q25,sqa_cop_q75,sqa_cop_mean,sqa_cop_ci95_low,sqa_cop_ci95_high,sqa_fea_median,sqa_fea_q25,sqa_fea_q75,sqa_fea_mean,sqa_fea_ci95_low,sqa_fea_ci95_high,sqa_gap_median,sqa_gap_q25,sqa_gap_q75,sqa_gap_mean,sqa_gap_ci95_low,sqa_gap_ci95_high,optimum_probability_median,optimum_probability_q25,optimum_probability_q75,optimum_probability_mean,optimum_probability_ci95_low,optimum_probability_ci95_high,sqa_energy_gap_median,sqa_energy_gap_q25,sqa_energy_gap_q75,sqa_energy_gap_mean,sqa_energy_gap_ci95_low,sqa_energy_gap_ci95_high,sqa_optimum_rate_median,sqa_optimum_rate_q25,sqa_optimum_rate_q75,sqa_optimum_rate_mean,sqa_optimum_rate_ci95_low,sqa_optimum_rate_ci95_high,mean_chain_break_fraction_median,mean_chain_break_fraction_q25,mean_chain_break_fraction_q75,mean_chain_break_fraction_mean,mean_chain_break_fraction_ci95_low,mean_chain_break_fraction_ci95_high,broken_read_rate_median,broken_read_rate_q25,broken_read_rate_q75,broken_read_rate_mean,broken_read_rate_ci95_low,broken_read_rate_ci95_high,sqa_cop_nonzero_rate,sqa_gap_zero_rate
pegasus,16,mis,20,projected_topology_unb_pen,20,20,0.0,0.0,1048.576,419.4304,104.8576,786.4320000000001,0.0975,0.082,0.128,0.10535000000000001,0.09174874999999999,0.11915124999999999,0.1,0.0,0.1111111111111111,0.07986111111111113,0.05444444444444444,0.10555555555555556,0.0,0.0,0.001,0.0004,0.00015000000000000001,0.00075,0.4123054701332588,0.3760705964147468,0.4351398953301127,0.40428373893330205,0.38585153988734006,0.42209902043702824,0.0,0.0,0.001,0.0004,0.0001,0.0007500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
pegasus,16,mis,20,unbalanced,20,20,1572.864,0.0,3145.728,2306.8672000000006,1258.2912000000003,3512.7296,0.1235,0.10124999999999999,0.16275,0.13310000000000002,0.11555,0.15100125,0.0,0.0,0.08333333333333333,0.02888888888888889,0.01,0.04972222222222222,0.0015,0.0,0.003,0.0022000000000000006,0.00125,0.0034000000000000002,0.33403087797619047,0.3142933924183924,0.3455235124352771,0.33013211218758415,0.3165178906271076,0.3433533355802888,0.0015,0.0,0.003,0.0022000000000000006,0.0012000000000000001,0.00335,0.001225,0.0004375,0.0022500000000000003,0.0015675,0.0009775,0.002215,0.0245,0.008749999999999999,0.04475,0.03075,0.0194,0.04359999999999999,0.7,0.7
zephyr,16,mdkp,5,projected_topology_unb_pen,5,20,1.296,0.952,1.512,1.3024,1.0800000000000003,1.5536399999999997,0.2555,0.1825,0.37525,0.26270000000000004,0.21109875,0.31445375,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.02975,0.04725,0.0407,0.03375,0.04855,0.3422044101922958,0.32717655041957483,0.3522946111465779,0.3389864282109803,0.32232867043968044,0.3549979032930417,0.0405,0.02975,0.04725,0.0407,0.03375000000000001,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mdkp,5,unbalanced,5,20,0.864,0.616,1.728,1.1888,0.8400000000000002,1.6032,0.22299999999999998,0.125,0.27375000000000005,0.21564999999999998,0.1689,0.26425125000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.01925,0.054,0.03715,0.0263,0.0498,0.32657133267133565,0.2936368194278896,0.3638510076605124,0.33150195053109865,0.3078579166568939,0.35622600738481475,0.027,0.01925,0.054,0.03715,0.026250000000000002,0.050051249999999985,0.0926,0.09065,0.09624999999999999,0.09625000000000002,0.09057000000000001,0.10518000000000001,0.463,0.45325000000000004,0.48124999999999996,0.47205,0.45299874999999995,0.50000125,1.0,1.0
zephyr,16,mdkp,10,projected_topology_unb_pen,10,20,3.072,2.048,3.3280000000000003,3.1744000000000003,2.4576000000000007,3.9936000000000007,0.166,0.1325,0.19175,0.17695,0.15194875,0.20550125,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.0032500000000000003,0.0031000000000000003,0.0024000000000000007,0.0039000000000000007,0.3724084736857254,0.3589257486173793,0.3949959971897352,0.3742909374989042,0.3608688047255149,0.3869586537113817,0.003,0.002,0.0032500000000000003,0.0031000000000000003,0.0024000000000000007,0.0038500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mdkp,10,unbalanced,10,20,1.024,0.0,2.048,1.4848,0.8704000000000001,2.3040000000000003,0.0445,0.02575,0.0585,0.046650000000000004,0.03545,0.059151249999999995,0.0,0.0,0.044753000330638115,0.02223200605383204,0.007251819054445015,0.039852508815709786,0.001,0.0,0.002,0.00145,0.0008000000000000001,0.0023,0.34057943014000625,0.30549208297218633,0.351208455078534,0.3415317146696313,0.3204747448673455,0.36366826463034957,0.001,0.0,0.002,0.00145,0.0008,0.0022500000000000003,0.267,0.2598,0.28145,0.26888000000000006,0.259814875,0.27761075,0.9655,0.95875,0.97125,0.96465,0.9598000000000001,0.96925,0.7,0.7
zephyr,16,mdkp,15,projected_topology_unb_pen,15,20,0.0,0.0,32.768,18.022399999999998,6.5536,29.491200000000003,0.256,0.228,0.28525,0.26070000000000004,0.23215,0.2894074999999999,0.029323679374865692,0.0,0.05218024715963333,0.03163412157707866,0.01872230363950626,0.04533038682225489,0.0,0.0,0.001,0.0005499999999999999,0.0002,0.0009000000000000001,0.3910757376042562,0.3749567476998891,0.4072807756903979,0.3916323228083123,0.3799940405985407,0.4036758270458502,0.0,0.0,0.001,0.0005499999999999999,0.0002,0.0009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35
zephyr,16,mdkp,15,unbalanced,15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.03875,0.069,0.0543,0.04415000000000001,0.06534999999999999,0.10851444092901134,0.07492361329336941,0.14899314584795964,0.11441527732394212,0.0865991589208972,0.14278010255543705,0.0,0.0,0.0,0.0,0.0,0.0,0.3923782876650014,0.35598547832541033,0.40641370221841794,0.386710940202429,0.3711660231675293,0.4026879497746565,0.0,0.0,0.0,0.0,0.0,0.0,0.2512333333333333,0.2460166666666667,0.26355000000000006,0.25701999999999997,0.24877991666666666,0.2659338333333334,0.9875,0.986,0.99425,0.9893999999999998,0.9873999999999998,0.9915,0.0,0.0
zephyr,16,mdkp,20,projected_topology_unb_pen,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.3065,0.25575000000000003,0.37525,0.3226,0.28199874999999996,0.369,0.08470705206796802,0.062213263611225075,0.10524626988510498,0.0809239166820162,0.06323765822869766,0.0969750069718699,0.0,0.0,0.0,0.0,0.0,0.0,0.41314811902886955,0.4001003450314007,0.4230119019450823,0.412368317019982,0.40328757381840624,0.4205861608208168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zephyr,16,mdkp,20,unbalanced,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0915,0.074,0.10225,0.09610000000000002,0.07729875,0.11760124999999999,0.1278214720460556,0.10914463883826517,0.14933238147858643,0.12454020133008878,0.1095636084829942,0.13863414247488326,0.0,0.0,0.0,0.0,0.0,0.0,0.402082311349664,0.3902415396546722,0.42252080591865826,0.41024448835430094,0.3982992348093604,0.4228226036561854,0.0,0.0,0.0,0.0,0.0,0.0,0.31795,0.29608749999999995,0.330175,0.314885,0.30585724999999997,0.32391537500000006,1.0,0.999,1.0,0.9994999999999999,0.9991,0.9998000000000001,0.0,0.0
zephyr,16,mis,8,projected_topology_unb_pen,8,20,13.056000000000001,10.304,16.704,12.774400000000004,10.905600000000002,14.528319999999997,0.3015,0.25075000000000003,0.361,0.3056,0.27384875,0.33709999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.051000000000000004,0.04025,0.06525,0.049900000000000014,0.042550000000000004,0.057050000000000003,0.2674162622795597,0.2618040301372118,0.27873695247520086,0.2716592973606575,0.2595030692080776,0.2843122121448891,0.051000000000000004,0.04025,0.06525,0.049900000000000014,0.04265000000000001,0.05714999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mis,8,unbalanced,8,20,12.672,9.408,16.64,13.0816,11.289600000000002,14.912,0.3115,0.24925,0.34625,0.3003,0.27019625,0.32945125000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.03675,0.065,0.0511,0.043500000000000004,0.05835,0.26643627243653956,0.23839411584431505,0.2786569546362122,0.264620148216444,0.2513706992284114,0.2782276794932128,0.0495,0.03675,0.065,0.0511,0.04375,0.05870124999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mis,12,projected_topology_unb_pen,12,20,20.48,12.288,40.96,30.310400000000005,20.684800000000003,41.1648,0.156,0.13575,0.1995,0.17370000000000002,0.1497,0.20025249999999994,0.0,0.0,0.0,0.007142857142857143,0.0,0.02142857142857143,0.005,0.003,0.01,0.007400000000000001,0.005050000000000001,0.01005,0.31043930175286105,0.2975741051454138,0.34814300887381366,0.31869373338177326,0.30438115340801214,0.3332116309667271,0.005,0.003,0.01,0.007400000000000001,0.00495,0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mis,12,unbalanced,12,20,32.768,16.384,58.368,39.321600000000004,28.467200000000002,50.58560000000001,0.1555,0.14024999999999999,0.179,0.16729999999999998,0.1451975,0.19159999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.01425,0.009600000000000001,0.007050000000000001,0.0124,0.2946500680711631,0.2805208837040619,0.3211797260710304,0.2947097440289053,0.279622857526679,0.30821975303752575,0.008,0.004,0.01425,0.009600000000000001,0.0069500000000000004,0.012201249999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zephyr,16,mis,16,projected_topology_unb_pen,16,20,262.144,65.536,360.448,239.20640000000003,154.0096,330.95680000000004,0.1475,0.11525,0.1625,0.14005,0.12620000000000003,0.15325124999999998,0.0,0.0,0.0,0.023253968253968253,0.005,0.04548809523809507,0.004,0.001,0.0055,0.0036500000000000005,0.00235,0.005,0.33619845578551166,0.3094375431331953,0.37015287976735917,0.3419917159743491,0.32417821537883007,0.36127635383698153,0.004,0.001,0.0055,0.0036500000000000005,0.00235,0.005099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
zephyr,16,mis,16,unbalanced,16,20,327.68,131.072,393.216,321.12640000000005,212.99200000000002,455.47520000000003,0.1255,0.10925,0.13325,0.1257,0.11505000000000001,0.13810000000000003,0.0,0.0,0.0,0.010555555555555556,0.0,0.02666666666666666,0.005,0.002,0.006,0.004900000000000001,0.0032500000000000003,0.0068000000000000005,0.30248001639680255,0.28422326115485574,0.3148625713795554,0.30115079597784256,0.28897346442964145,0.31312076131408434,0.005,0.002,0.006,0.004900000000000001,0.0033,0.0069500000000000004,0.0,0.0,0.00075,0.000390625,0.00013749999999999998,0.000659375,0.0,0.0,0.012,0.00625,0.0023,0.010600000000000002,1.0,1.0
zephyr,16,mis,20,projected_topology_unb_pen,20,20,0.0,0.0,262.144,367.0016,104.8576,734.0032000000001,0.0915,0.07875,0.11825000000000001,0.1026,0.08770000000000003,0.11905125,0.09545454545454546,0.0625,0.1111111111111111,0.08349747474747475,0.05867234848484849,0.10772821969696969,0.0,0.0,0.00025,0.00035,0.0001,0.0007000000000000001,0.4052702356557377,0.37784036836590507,0.4307738095238095,0.4038924413346134,0.38625028707057535,0.421312904757579,0.0,0.0,0.00025,0.00035,0.0001,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
zephyr,16,mis,20,unbalanced,20,20,1048.576,1048.576,2359.2960000000003,1782.5792000000001,1153.4336,2516.5824000000002,0.1235,0.09975,0.1625,0.1333,0.11529875,0.15215125,0.0,0.0,0.0,0.018434343434343435,0.004166666666666667,0.035479797979797986,0.001,0.001,0.0022500000000000003,0.0017000000000000001,0.0011000000000000003,0.0023500000000000005,0.3332315037393162,0.3106679456236978,0.3516819755218201,0.33156358897761534,0.3175394616846775,0.3452666815095429,0.001,0.001,0.0022500000000000003,0.0017000000000000001,0.0011000000000000003,0.0024000000000000002,0.000675,0.00011250000000000001,0.0011375,0.00083,0.0004875,0.0012000000000000001,0.0135,0.0022500000000000003,0.02275,0.01645,0.010000000000000002,0.023601249999999983,0.8,0.8
