hardware_family,hardware_size,family,size,instance_index,method,projection_regime,projection_topology_family,instance_source,problem_seed,instance_manifest,comparison_family,comparison_mode,num_variables,num_states,reference_optimum_objective,reference_optimum_source,reference_objective_sense,reference_match_tolerance,num_inequality_quadratic_terms,sqa_logical_cop,sqa_fea,sqa_gap,optimum_probability,cop,true_optimum_objective,best_feasible_objective,best_feasible_gap,objective_gap,num_feasible_reads,feasible_read_fraction,sqa_num_reads,sqa_num_sweeps,sqa_num_sweeps_per_beta,sqa_chain_strength_fraction,sqa_schedule_id,sqa_schedule_kind,sqa_beta_scale,sqa_total_schedule_time,sqa_anneal_schedule,mean_sqa_energy_gap,sqa_optimum_rate,physical_qubits,mean_chain_length,max_chain_length,mean_chain_break_fraction,broken_read_rate,effective_chain_strength,embedded_chain_to_problem_ratio,qubo_normalization_scale,normalization_regime,per_constraint_standardization,projected_sample_size,projected_num_quadratic_couplers,projection_method,projection_summary_method,projection_measure,projection_selection_mode,projection_selection_source,projection_candidate_rank,projected_standardize,projection_target,projection_target_lambda1_shape,projection_target_lambda2_shape,projected_equality_multiplier,projected_inequality_multiplier,projected_initializer_equality_multiplier,projected_initializer_inequality_multiplier,up_equality_multiplier,up_inequality_multiplier,up_lambda1_shape,up_lambda2_shape,up_lambda_gauge,up_lambda0,up_lambda1,up_lambda2
chimera,16,mis,16,13,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,15035193047501351553,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,22,65.536,0.114,0.0,0.001,65.536,-8.0,-8.0,0.0,0.0,114,0.114,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.38596491228070173,0.001,16,1.0,1,0.0,0.0,0.0,,1.2102574705003852,per_constraint_standardized_rows_v1,True,32768,17,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,13,unbalanced,unbalanced,,seed_manifest,15035193047501351553,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,22,196.608,0.119,0.0,0.003,196.608,-8.0,-8.0,0.0,0.0,119,0.119,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3025210084033613,0.003,18,1.125,2,0.0025,0.04,1.7586512159434038,1.9313682493350128,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,13,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,15035193047501351553,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,22,65.536,0.113,0.0,0.001,65.536,-8.0,-8.0,0.0,0.0,113,0.113,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.375,0.001,16,1.0,1,0.0,0.0,0.0,,1.2111363298814184,per_constraint_standardized_rows_v1,True,32768,22,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,13,unbalanced,unbalanced,,seed_manifest,15035193047501351553,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,22,327.68,0.132,0.0,0.005,327.68,-8.0,-8.0,0.0,0.0,132,0.132,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3001893939393939,0.005,17,1.0625,2,0.001375,0.022,1.7586512159434038,1.9313682493350128,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,13,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,15035193047501351553,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,22,327.68,0.175,0.0,0.005,327.68,-8.0,-8.0,0.0,0.0,175,0.175,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.31285714285714283,0.005,16,1.0,1,0.0,0.0,0.0,,0.7192833361491597,per_constraint_standardized_rows_v1,True,32768,26,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,14,unbalanced,unbalanced,,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,131.072,0.084,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,84,0.084,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.37698412698412703,0.002,18,1.125,2,0.0085625,0.129,1.3414514938539701,2.0774370316622575,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,14,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,0.0,0.12,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,120,0.12,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.41111111111111115,0.0,16,1.0,1,0.0,0.0,0.0,,0.9999999971144239,per_constraint_standardized_rows_v1,True,32768,18,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,14,unbalanced,unbalanced,,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,0.0,0.102,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,102,0.102,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.35729847494553385,0.0,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,14,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,0.0,0.15,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,150,0.15,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.37999999999999995,0.0,16,1.0,1,0.0,0.0,0.0,,0.9999999983256808,per_constraint_standardized_rows_v1,True,32768,20,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,14,unbalanced,unbalanced,,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,0.0,0.102,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,102,0.102,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.35729847494553385,0.0,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,14,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,17228433240002094964,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,20,0.0,0.113,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,113,0.113,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3795476892822026,0.0,16,1.0,1,0.0,0.0,0.0,,1.0000000007110277,per_constraint_standardized_rows_v1,True,32768,27,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,15,unbalanced,unbalanced,,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,131.072,0.095,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,95,0.095,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.29122807017543856,0.002,23,1.4375,2,0.030625,0.392,1.2367571684888634,2.0000060038473966,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,15,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,65.536,0.123,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,123,0.123,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3712737127371274,0.001,16,1.0,1,0.0,0.0,0.0,,1.1892110561674873,per_constraint_standardized_rows_v1,True,32768,15,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,15,unbalanced,unbalanced,,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,65.536,0.111,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,111,0.111,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2802802802802803,0.001,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,15,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,65.536,0.116,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,116,0.116,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3419540229885058,0.001,16,1.0,1,0.0,0.0,0.0,,1.0000000008269512,per_constraint_standardized_rows_v1,True,32768,22,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,15,unbalanced,unbalanced,,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,65.536,0.111,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,111,0.111,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2802802802802803,0.001,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,15,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,9941656814414524312,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,65.536,0.116,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,116,0.116,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3419540229885058,0.001,16,1.0,1,0.0,0.0,0.0,,1.0000000008307515,per_constraint_standardized_rows_v1,True,32768,22,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,16,unbalanced,unbalanced,,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,262.144,0.126,0.0,0.004,262.144,-9.0,-9.0,0.0,0.0,126,0.126,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.27777777777777785,0.004,22,1.375,2,0.0114375,0.167,1.6343504115125183,1.9263406930318643,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,16,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,524.288,0.192,0.0,0.008,524.288,-9.0,-9.0,0.0,0.0,192,0.192,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3229166666666667,0.008,16,1.0,1,0.0,0.0,0.0,,0.721110915206093,per_constraint_standardized_rows_v1,True,32768,17,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,16,unbalanced,unbalanced,,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,327.68,0.124,0.0,0.005,327.68,-9.0,-9.0,0.0,0.0,124,0.124,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2706093189964158,0.005,16,1.0,1,0.0,0.0,0.0,,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,16,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,131.072,0.149,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,149,0.149,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.354958985831469,0.002,16,1.0,1,0.0,0.0,0.0,,0.9411155967743183,per_constraint_standardized_rows_v1,True,32768,19,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,16,unbalanced,unbalanced,,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,327.68,0.124,0.0,0.005,327.68,-9.0,-9.0,0.0,0.0,124,0.124,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2706093189964158,0.005,16,1.0,1,0.0,0.0,0.0,,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,16,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,4862368266466580009,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,19,327.68,0.183,0.0,0.005,327.68,-9.0,-9.0,0.0,0.0,183,0.183,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3084395871281117,0.005,16,1.0,1,0.0,0.0,0.0,,0.721110916705284,per_constraint_standardized_rows_v1,True,32768,24,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,17,unbalanced,unbalanced,,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,196.608,0.189,0.0,0.003,196.608,-9.0,-9.0,0.0,0.0,189,0.189,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3409758965314521,0.003,23,1.4375,3,0.008125,0.121,1.8747284952939955,0.9677387668186683,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,17,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,65.536,0.103,0.0,0.001,65.536,-9.0,-9.0,0.0,0.0,103,0.103,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4670981661272923,0.001,16,1.0,1,0.0,0.0,0.0,,2.0335445485828787,per_constraint_standardized_rows_v1,True,32768,18,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,17,unbalanced,unbalanced,,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,131.072,0.197,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,197,0.197,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3344613649182177,0.002,17,1.0625,2,0.000875,0.014,1.8747284952939955,2.0000049508967885,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,17,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,0.0,0.118,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,118,0.118,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4595103578154425,0.0,16,1.0,1,0.0,0.0,0.0,,1.7720146724898393,per_constraint_standardized_rows_v1,True,32768,23,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,17,unbalanced,unbalanced,,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,131.072,0.196,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,196,0.196,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3253968253968254,0.002,17,1.0625,2,0.0006875,0.011,1.8747284952939955,1.8181650409414236,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,17,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,8502213608159811316,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,25,0.0,0.108,0.1111111111111111,0.0,0.0,-9.0,-8.0,0.1111111111111111,0.1111111111111111,108,0.108,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4598765432098766,0.0,16,1.0,1,0.0,0.0,0.0,,1.7720146656472484,per_constraint_standardized_rows_v1,True,32768,26,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,18,unbalanced,unbalanced,,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,131.072,0.105,0.0,0.002,131.072,-9.0,-9.0,0.0,0.0,105,0.105,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28148148148148144,0.002,20,1.25,2,0.019,0.268,1.2367571684888634,2.0000060038473966,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,18,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,524.288,0.143,0.0,0.008,524.288,-9.0,-9.0,0.0,0.0,143,0.143,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28360528360528364,0.008,16,1.0,1,0.0,0.0,0.0,,1.0000000000781302,per_constraint_standardized_rows_v1,True,32768,19,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
pegasus,16,mis,16,18,unbalanced,unbalanced,,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,393.216,0.127,0.0,0.006,393.216,-9.0,-9.0,0.0,0.0,127,0.127,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2852143482064743,0.006,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
pegasus,16,mis,16,18,projected_topology_unb_pen,projected_topology,pegasus,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,327.68,0.165,0.0,0.005,327.68,-9.0,-9.0,0.0,0.0,165,0.165,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.28417508417508414,0.005,16,1.0,1,0.0,0.0,0.0,,0.9999999998186716,per_constraint_standardized_rows_v1,True,32768,19,projected_pegasus,projected_pegasus,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.1736962107459573,,0.19202893651249733,,,,,,,,
zephyr,16,mis,16,18,unbalanced,unbalanced,,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,393.216,0.127,0.0,0.006,393.216,-9.0,-9.0,0.0,0.0,127,0.127,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.2852143482064743,0.006,16,1.0,1,0.0,0.0,0.0,,1.0,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
zephyr,16,mis,16,18,projected_topology_unb_pen,projected_topology,zephyr,seed_manifest,15757545975704858703,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-9.0,cplex_cache,min,1e-09,17,524.288,0.161,0.0,0.008,524.288,-9.0,-9.0,0.0,0.0,161,0.161,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.3091787439613527,0.008,16,1.0,1,0.0,0.0,0.0,,0.9999999991247017,per_constraint_standardized_rows_v1,True,32768,21,projected_zephyr,projected_zephyr,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.18557162955445508,,0.19202893651249733,,,,,,,,
chimera,16,mis,16,19,unbalanced,unbalanced,,seed_manifest,13818715354517681998,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,24,131.072,0.106,0.0,0.002,131.072,-8.0,-8.0,0.0,0.0,106,0.106,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.33490566037735847,0.002,27,1.6875,3,0.0146875,0.212,1.8368512878903933,0.9887863520430323,0.8000029701116065,per_constraint_standardized_rows_v1,True,,,,,,,,,,,,,,,,,,0.19202893651249733,0.6249976775351576,0.3750023224648424,sum_to_one,,0.12001763933985705,0.07201129717264027
chimera,16,mis,16,19,projected_topology_unb_pen,projected_topology,chimera,seed_manifest,13818715354517681998,experiments/manifests/shared_eval_seed_manifest.csv,compare_up_projection,embedding,16,65536,-8.0,cplex_cache,min,1e-09,24,131.072,0.144,0.0,0.002,131.072,-8.0,-8.0,0.0,0.0,144,0.144,1000,1000,1,1.0,standard_t50,standard,1.0,50.0,"[[0.0,0.0],[50.0,1.0]]",0.4131944444444444,0.002,16,1.0,1,0.0,0.0,0.0,,1.2130654699151053,per_constraint_standardized_rows_v1,True,32768,17,projected_chimera,projected_chimera,q2,fixed,fixed_cli,1,True,raw_tuned_unbalanced_row,0.6249976775351576,0.3750023224648424,0.0,0.17372989223674604,,0.19202893651249733,,,,,,,,
