level,restart_index,eval_index,objective,search_method,param_0,tuning_objective,mean_gap,mean_best_optimum_percentile,mean_tied_fraction,param_sum,method,family,anchor_size,projection_method,projection_selection_mode,projection_selection_source,projection_candidate_rank,projection_measure,projection_penalty_template
0,0,0,6.5424056938041915,nelder_mead,0.010000000000000005,gap,6.542405376774565,0.31692962646484374,0.0,0.010000000000000005,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,1,6.011559776852264,nelder_mead,0.01584893192461114,gap,6.0115594601357,0.3165580749511719,0.0,0.01584893192461114,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,2,5.170225674863466,nelder_mead,0.025118864315095805,gap,5.170225380608982,0.2940032958984375,0.0,0.025118864315095805,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,3,3.900526046994619,nelder_mead,0.03981071705534976,gap,3.9005258331405486,0.21345596313476561,0.0,0.03981071705534976,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,4,1.198000752755038,nelder_mead,0.10000000000000016,gap,1.1980007397936732,0.01196136474609375,0.0,0.10000000000000016,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,5,2.5118864315095857e-09,nelder_mead,0.25118864315095857,gap,0.0,0.0,0.0,0.25118864315095857,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,6,1.584893192461119e-08,nelder_mead,1.584893192461119,gap,0.0,0.0,0.0,1.584893192461119,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,7,6.30957344480195e-09,nelder_mead,0.630957344480195,gap,0.0,0.0,0.0,0.630957344480195,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,8,1.198000752755038,nelder_mead,0.10000000000000016,gap,1.1980007397936732,0.01196136474609375,0.0,0.10000000000000016,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
0,0,9,3.981071705534983e-09,nelder_mead,0.39810717055349826,gap,0.0,0.0,0.0,0.39810717055349826,projected_up_support,mis,16,projected_up_support,fixed,fixed_cli,1,q2,heaviside
